0 1 1 0 0 0
0 72 0 0 16 20 429.214 428 0 0 3 1 16 20 1 0 1 0.022798 0.749791 1
11 74 0 18 16 2 160 205.9 0 0 5 0 16 2 0 0.758388 0 160 187.9
11 76 0 18 16 2 202 269.9 0 0 5 0 16 2 0 0.758388 0 202 251.9
11 78 0 18 16 2 160 125.9 0 0 5 0 16 2 0 0.758388 0 158 107.9
11 81 0 18 16 2 127 333.9 0 0 5 0 16 2 0 0.758388 0 127 315.9
11 83 0 18 16 2 237 269.9 0 0 5 0 16 2 0 0.758388 0 237 251.9
11 85 0 18 16 2 417 269.9 0 0 5 0 16 2 0 0.758388 0 417 251.9
12 89 0 0 16 8 318 263.5 0 0 5 0 16 8 0 0.047472
12 91 0 0 16 8 377 199.5 0 0 5 0 16 8 0 0.047472
12 93 0 0 16 8 394 375.5 0 0 5 0 16 8 0 0.047472
12 97 0 0 16 8 286 375.5 0 0 5 0 16 8 0 0.047472
12 99 0 0 16 8 243 199.5 0 0 5 0 16 8 0 0.047472
6 15 64 0 16 20 429.028 307.916 8 204.898 3 1 16 20 0 0.000635 0 0.07536 0
9 16 0 0 10 10 196.093 428 -300 0 5 0 10 10 0 -300 0 1 0
